Partner name,Offer Reference,Country,*Currency,Status,*For LPM,*Payment fee %,*Type of Risk,*Type of traffic,*FIAT Settlement currency,*FIAT Settlement Cost,FX Source,FX - Settlement,*Settlement Delays (per currency),*Refund,Payments limit,Disbursement limit,Closed GEO,8B Lead,Minimum monthly fee,*Pay in / out,Setup fee,Taxation,Netting fee/topup fee,"Netting latency ",8B legal entity,*Fix transaction fee,*Min transaction fee,"CRYPTO Settlement currency ","CRYPTO Settlement Cost ",Special payment terms,"Disbursement fix fee ",Min disbursement fee,"Limit per settlement request ",Disbursement fee%
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - Vietnam - BankTranfer/QR,🇻🇳 Vietnam (https://www.notion.so/Vietnam-9d3ae854dde54c0c89baf47b97c597ba?pvs=21),VND,Upcoming (ready to sell),"Bank transfer - Vietnam (https://www.notion.so/Bank-transfer-Vietnam-d640268b1f6a4943a874c2546dec2085?pvs=21), VietQR (https://www.notion.so/VietQR-1120f236396480d68a32d38ae8defb60?pvs=21)","Bank Transfer/QR: 2.30% (per successful tx)
Forex (bank transfer): 2.40%   ","Binary, High risk, iGaming",Both,USDT,"Gaming, Binary VND 50,000
Forex 0%",exchange rate based on the liquidity provider,,T+0,,"minimum deposit VND 100,000, maximum deposit VND 300,000,000 ","min VND 50,000, max VND 300,000,000",,Anna Ivanova,,Both,,,,,,,,,,,,,"Gaming, binary: min settlement amount VND 1,000,000, max VND 100,000,000
Forex: min VND 100,000,000, max No limits","Gaming, Binary Bank Transfer: 1.80% (Minimum Fee: 10,000 VND)
Forex: 2%"
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - Vietnam - MomoPay,🇻🇳 Vietnam (https://www.notion.so/Vietnam-9d3ae854dde54c0c89baf47b97c597ba?pvs=21),VND,Upcoming (ready to sell),MoMo - Vietnam (https://www.notion.so/MoMo-Vietnam-dfccc4c2959c460fa0c136e45d214e5f?pvs=21),"Forex 2.80% 
Gaming, Binary 2.30% (Minimum Fee: 2,500 VND)","Binary, Forex, High risk, iGaming",Both,USDT,"Gaming, Binary VND 50,000, 
Forex 0%",exchange rate based on the liquidity provider,,T+0,,"minimum deposit VND 100,000, max VND 5,000,000 (gaming, binary), Max: 20,000,000 VND (forex)",,,Anna Ivanova,,Both,,,,,DPS,,,,,,,,"Gaming, binary: min settlement amount VND 1,000,000, max VND 100,000,000
Forex: min VND 100,000,000, max No limits",
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - BLIK,🇵🇱 Poland (https://www.notion.so/Poland-74cb72e2a9554b7fa38c04b53ed745c5?pvs=21),PLN,Upcoming (ready to sell),BLIK (https://www.notion.so/BLIK-e52a4cfd41504398b57508e672afb7bc?pvs=21),"Trusted:
6.00% + 0.35 EUR
FTD:
9.00% + 0.35 EUR
(7.00% FTD - soon)","High risk, iGaming",Both,"USDT, PLN",1%,exchange rate based on the liquidity provider,,"T+7, T+5 (for volumes >EUR100k)",,"● Min trx amount --> $5 
● Max trx amount --> $3,000 
● Max aggregated amount within 24h per card --> $12,000 
● Max aggregated amount within 1 month per card --> $50,000 
● Max trx count within 24h per card --> 4 
● Max trx count within 1 month per card --> 40 RFW ",,,Anna Ivanova,,Payments,,,,,,,,,,,,,"min settlement amount 10,000 EUR for local settlement",
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Mach,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),Mach (https://www.notion.so/Mach-ab7502e1e2f14ca0b8f6218324b213df?pvs=21),"4.76% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~500,000",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"CLP 850 ",USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Cash Payments,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),"Klap Efectivo (https://www.notion.so/Klap-Efectivo-6bcd41381fa44e479c6c61f5614612d1?pvs=21), Pago46 (https://www.notion.so/Pago46-0fc0f236396480eca33fde23b5f40b61?pvs=21)","4.76% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1,500 - 999,999 for Bank Transfer, 10,000- 999,999 for Cash",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"CLP 850 ",USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Bank Transfer,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),Bank Transfer - Chile (https://www.notion.so/Bank-Transfer-Chile-73162eabd228425aad072cff8317a408?pvs=21),"2.38% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)","1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)",,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI",no,"CLP 850 ",USDT,1% + 50 USDT,,,"CLP 1000 ",,"1% "
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Khipu,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),Khipu (CL) (https://www.notion.so/Khipu-CL-1830f23639648010b8d9cf0b12215f84?pvs=21),3.00%,High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)","1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)",,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI","CLP 200 ",,USDT,1% + 50 USDT,,,"CLP 1000 ",,"1% "
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - GCash QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GCash QR (https://www.notion.so/GCash-QR-17e0f2363964809787d9df700bb03f4a?pvs=21),2.30%,"Adult, Crypto, Forex, iGaming","FTD, Trusted","USD, EUR",0,xld.finance,0.50%,T+2,8 PHP,"PHP 20 - PHP 100 000 ",,n/a,Anna Ivanova,,Both,,VAT included,,,,no,no,USDT,0,,,,n/a,Via instapay/Pesonet PHP 8
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),Coins - July 2024 - Philippines - Cash Pickup,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),"Cebuana Lhuillier (https://www.notion.so/Cebuana-Lhuillier-4378e36d2d8140e290d91966ff34a48d?pvs=21), Palawan Pawnshop (https://www.notion.so/Palawan-Pawnshop-c527c577f23041b5bc6e8f9445b0aa6a?pvs=21), M Lhuillier (https://www.notion.so/M-Lhuillier-7bd4c076ff4140df8490d7892ce03868?pvs=21)",,High risk,Both,USDT,,,,,,,,,Anna Ivanova,,Disbursements,,VAT included,,,DPS,,,,,,,,,"105 PHP below 10,000 PHP or 1,6% above 10,000 PHP"
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),Coins - July 2024 - Philippines - Pesonet,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),PESONet (https://www.notion.so/PESONet-11953c75c36a441789611f8dcbdde2b5?pvs=21),,High risk,Both,USDT,,,,,,,above 50000 php,,Anna Ivanova,,Disbursements,,VAT included,,,"DPS, Nubio",,,,,,,,,10 PHP
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),Coins - July 2024 - Philippines - Instapay QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),1.344%,High risk,Both,no,no,Coins.ph,0%,T+1,8 PHP,no,upto 50000 php,n/a,Anna Ivanova,,Both,,included,,,"DPS, Nubio",,,USDT/C,0,,8 PHP,,n/a,
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),"Coins - July 2024 - Philippines - Coins.ph ",🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),Coins.ph (https://www.notion.so/Coins-ph-f8cef18b7163407da119171e3d1427c6?pvs=21),1.344%,High risk,Both,no,no,Coins.ph,0%,T+1,8 PHP,no,upto 50000 php,n/a,Anna Ivanova,,Both,,included,,,DPS,,,USDT/C,0,,,,n/a,8 PHP
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - Bank Transfers,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,Bank Transfer - Philippines (https://www.notion.so/Bank-Transfer-Philippines-e253f47672184749ae2695c9772154a1?pvs=21),PHP 8.00,"Adult, High risk",Both,USDT,0,xld.finance,0.50%,T+2,,no,via Pesonet,n/a,Anna Ivanova,,,,VAT included,,,,,,,,,,,n/a,PHP 8.00
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - Instapay QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),2.30%,"Adult, High risk",Both,USDT,0,xld.finance,0.50%,T+2,,no,upto 50 000 PHP,n/a,Anna Ivanova,,,,VAT included,,,,,,,,,,,n/a,PHP 10.00
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - GCash,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GCash (https://www.notion.so/GCash-4d201533a7404a32a498a3fcb0746578?pvs=21),3.00%,"Adult, High risk",Both,"USDT, USD, EUR",0,xld.finance,0.50%,T+2,8 PHP,"PHP 20 - PHP 100 000 ",,n/a,Anna Ivanova,,,,VAT included,,,,,,,,,,,n/a,Via instapay/Pesonet PHP 8
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - Bank Transfers,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,Bank Transfer - Philippines (https://www.notion.so/Bank-Transfer-Philippines-e253f47672184749ae2695c9772154a1?pvs=21),"0.8% ","Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,8 PHP,up to 50 000 PHP = 870 USD,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,"12 PHP ",USDT,0.5%,,8 PHP,,n/a,no
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - GrabPay,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GrabPay - Philippines (https://www.notion.so/GrabPay-Philippines-76cb0fcbe87b4d4aa22da3c310f95e3d?pvs=21),2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,0,up to 100 000 PHP,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - PayMaya,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,Maya (https://www.notion.so/Maya-8e46956465cd4122b1db80667c16f51b?pvs=21),2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,0,up to 100 000 PHP,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - Instapay QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),1.2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,8 PHP,"min PHP 20.00 - max 50,000 PHP ","1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April 2024 - GCash,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GCash (https://www.notion.so/GCash-4d201533a7404a32a498a3fcb0746578?pvs=21),2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,8 PHP,up to 100 000 PHP = 1740 USD,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no
ArtismPay (https://www.notion.so/ArtismPay-15b0f236396480719cb9ee47c9ce609d?pvs=21),ArtismPay-December2024-Vietnam - VietQR - igaming,🇻🇳 Vietnam (https://www.notion.so/Vietnam-9d3ae854dde54c0c89baf47b97c597ba?pvs=21),VND,Live,VietQR (https://www.notion.so/VietQR-1120f236396480d68a32d38ae8defb60?pvs=21),"1.80% 
","Crypto, High risk, iGaming",Both,no,no,Binance P2P,0.60%,T+0,no,"VND 100,000 -  VND300,000,000, limit on total volume: USD1,000,0000 per day","VND 100,000 - VND299,000,000, The amount spent cannot exceed the available balance in your account.",no,Anna Ivanova,,Both,,included,,,DPS,no,5500 VND,USDT,"VND 50 ",,,5500 VND,"min 20 000 USDT, max daily settlement at 2,000,000 - 5,000,000 USDT per day, depend on industry","0.8% 
"
ArtismPay (https://www.notion.so/ArtismPay-15b0f236396480719cb9ee47c9ce609d?pvs=21),ArtismPay-December2024-Vietnam - VietQR - forex,🇻🇳 Vietnam (https://www.notion.so/Vietnam-9d3ae854dde54c0c89baf47b97c597ba?pvs=21),VND,Live,VietQR (https://www.notion.so/VietQR-1120f236396480d68a32d38ae8defb60?pvs=21),1.60%,"Forex, High risk",Both,no,no,binance rate,0%,T+0,no,"VND 100,000 -  VND300,000,000","VND 100,000 - VND299,000,000, The amount spent cannot exceed the available balance in your account.",no,Anna Ivanova,,Both,,included,,,DPS,no,5500 VND,USDT,0.7%,"If volume is over 100 billions VND, payin fee is 1.4% ( min 5,500 VND), payout at 0.5% ( min 5,500vnd)
If volume is over 1,000 billions VND, fee is 1.2%, payout at 0.5% ( min 5,500vnd)",,5500 VND,"min 20 000 USDT, max daily settlement at 2,000,000 - 5,000,000 USDT per day, depend on industry",0.7%
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),"PagSmile - May 2024 - Argentina - Khipu ",🇦🇷 Argentina   (https://www.notion.so/Argentina-9830c08fde384c97adcdc05403128938?pvs=21),ARS,Upcoming (ready to sell),Khipu (https://www.notion.so/Khipu-dc3add2b9bd44a89bd4ed3e34a0dd390?pvs=21),"4.24% ",High risk,Both,"USD, EUR",USD/EUR 50.00,bluedollar.net/informal-rate,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"50~1,257,000/day","50~1,257,000/day",,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI",no,ARS 1000,USDT,1% + 50 USDT,,,ARS 1000,,"3% "
Durian Pay (Proxy Pratama 1%) (https://www.notion.so/Durian-Pay-Proxy-Pratama-1-1df0f2363964803da073efe7a30f1883?pvs=21),DurianPay-March-2025-VA,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Upcoming (ready to sell),Virtual Accounts - Indonesia (https://www.notion.so/Virtual-Accounts-Indonesia-554252e319dc40a3993a15480d0921c0?pvs=21),"IDR 3,604","Crypto, Forex, High risk, Low risk, iGaming",n/a,"USDT, EUR, IDR",USD 35,http://xe.com/ + 1% for fiat,,T+1 for USDT,,"Payin VA available banks: 
BRI IDR 15.000 - 25.000.000
BNI IDR 15.000 - 25.000.000
Mandiri IDR 15.000 - 25.000.000
Permata IDR 15.000 - 25.000.000
CIMB not implemented
","Payout VA available banks: 
BRI IDR 10.000 - 500.000.000
BNI IDR 10.000 - 500.000.000
Mandiri IDR 10.000 - 500.000.000
Permata IDR 10.000 - 500.000.000

the list could be expanded according to this list https://docs.durianpay.id/docs/supported-banks-limits",,Yana Kuprina,,Both,,11% not included — applied only on the payment/disbursement fee (fixed or percentage-based),,,,,,0.22%,,"1% processing fee - added on the top of the payment fee, no tax applied",,,,"IDR 2,883"
Durian Pay (Proxy Pratama 1%) (https://www.notion.so/Durian-Pay-Proxy-Pratama-1-1df0f2363964803da073efe7a30f1883?pvs=21),DurianPay - July 2024 - Indonesia - DANA,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Upcoming (ready to sell),DANA (https://www.notion.so/DANA-4ab88cc029eb4ca990a44a510effbfbe?pvs=21),"1.50% ","Crypto, Forex, High risk, Low risk, iGaming",n/a,"IDR, USD, EUR",USD 35,,,"T+1 for USDT
T+2 for Fiat (twice a week, every Tuesday and Thursday) ",,"100 - 20,000,000",20.500 - 20.000.000,,Yana Kuprina,,Both,,11% not included — applied only on the payment/disbursement fee (fixed or percentage-based),,,,,,,"0.22% ","1% processing fee - added on the top of the payment fee, no tax applied",,,,"IDR 2,883"
Durian Pay (Proxy Pratama 1%) (https://www.notion.so/Durian-Pay-Proxy-Pratama-1-1df0f2363964803da073efe7a30f1883?pvs=21),DurianPay-March-2025-ShopeePay,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Upcoming (ready to sell),ShopeePay - Indonesia (https://www.notion.so/ShopeePay-Indonesia-38d612ccab07421c914d6fb8e0af9146?pvs=21),"1.8% 
","Crypto, Forex, High risk, Low risk, iGaming",n/a,EUR USD IDR,USD 35 for fiat and 0.22% + USDT for crypto,,,"T+1 for USDT
T+2 for Fiat (twice a week, every Tuesday and Thursday) ",,"IDR 100 - 20,000,000",IDR 10.000 - 20.000.000,,Yana Kuprina,,Both,,11% not included — applied only on the payment/disbursement fee (fixed or percentage-based),,,,,,,,"1% processing fee - added on the top of the payment fee, no tax applied
",,,,"IDR 2,883 "
Durian Pay (Proxy Pratama 1%) (https://www.notion.so/Durian-Pay-Proxy-Pratama-1-1df0f2363964803da073efe7a30f1883?pvs=21),DurianPay-March-2025-QRIS,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Upcoming (ready to sell),QRIS (https://www.notion.so/QRIS-70b9567ab1db4465b1a9faa8fd6caf68?pvs=21),"0,7% ","Crypto, Forex, High risk, Low risk, iGaming",n/a,USD EUR USDT,USD 35,,"http://xe.com/ + 1% for USD/ EUR ","T+1 for USDT
T+0 for USDT
0.1% per transaction on Business Days
0.2% per transaction on Weekends (Saturdays and
Sundays) and Holidays

T+2 for Fiat (twice a week, every Tuesday and Thursday) ",,"IDR 1 - 10,000,000",,,Yana Kuprina,,Payments,,Included,,,,,,,0.22%,"1% processing fee - added on the top of the payment fee, no tax applied",,,"USD 10,000 related to fiat ",
Durian Pay  (https://www.notion.so/Durian-Pay-184370c3ae6a4292a2da74abc373e898?pvs=21),"DurianPay-February-2025-QRIS ",🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Live,QRIS (https://www.notion.so/QRIS-70b9567ab1db4465b1a9faa8fd6caf68?pvs=21),0.70%,"Crypto, Forex, High risk, Low risk, iGaming",,USD EUR USDT,"USD 35 for fiat and 0.21% + USDT for crypto
T+0 ",,"http://xe.com/ + 1% for USD/ EUR ","T+0 for USDT settlement has 11:00 GMT+7 cut off and will be settled by 14:00 GMT+7 the same day
T+1 for fiat",,"IDR 1 - 10,000,000",,,Yana Kuprina,,Payments,,Included,,,DPS,,,,,,,,"USD 10,000 and twice a week, every Tuesday and Thursday, related to fiat only",
Processing KZ (CNP) & Nurbank (https://www.notion.so/Processing-KZ-CNP-Nurbank-1340f23639648072bffcf3be55f69461?pvs=21),CNP/Nurbank - jan 2025 - ecom,,KZT,Live,,IC++     add fee+0.1% CNP + 0.1% Nurbank,Low risk,Both,,,,,,,"Мин. - 500
Макс. - 300 000

Лимиты по транзакционные по карте:
Макс. -  1,5 млн тнг/ В день
Макс. -  3 млн тнг / В месяц
Mакс. - 5 успешных транзакций / В день
Mакс. - 10 успешных транзакций / В месяц

Лимит на терминал:
в сутки - 15 млн
в месяц - 30 млн",,,Oxana Ter,,Payments,,,,,SredaPay,,,,,,,,,
ADVANCED PAYMENT SOLUTIONS (APS) (https://www.notion.so/ADVANCED-PAYMENT-SOLUTIONS-APS-1980f236396480418bc6dc2b148b8a47?pvs=21),APS - ecom - FX,,USD,Live,,5.5%,Forex,"FTD, Trusted",USDT,,,1.5%,"Т+7
Каждую пятницу за предыдущую неделю",5 USD,"Мин лимит транзакции - 3 USD
Макс лимит транзакции - 3000 USD",,"Afghanistan; Algeria; Bangladesh; Belarus; Bosnia and Herzegovina;  Cambodia; Canada; Central African Republic; Cuba; Democratic People'S Republic of Korea; Democratic Republic of the Congo; Egypt; Guyana; Iran (Islamic Republic of); Iraq; Lao People'S Democratic Republic; Lebanon; Libya; Mali; Myanmar; Nicaragua; Pakistan; Palestine, State of; People’S Republic of China; Russian Federation; Somalia; South Sudan; Sudan; Syrian Arab Republic; Uganda; United States of America; Vanuatu; Vatican City-See Holy See; Venezuela; Viet Nam; Yemen; Zimbabwe.",Oxana Ter,,Payments,,,,,DPS,,,,,,,,,
