Partner name,Offer Reference,Country,*Currency,Status,*For LPM,*Payment fee %,*Type of Risk,*Type of traffic,*FIAT Settlement currency,*FIAT Settlement Cost,FX Source,FX - Settlement,*Settlement Delays (per currency),*Refund,Payments limit,Disbursement limit,Closed GEO,8B Lead,Minimum monthly fee,*Pay in / out,Setup fee,Taxation,Netting fee/topup fee,"Netting latency ",8B legal entity,*Fix transaction fee,*Min transaction fee,"CRYPTO Settlement currency ","CRYPTO Settlement Cost ",Special payment terms,"Disbursement fix fee ",Min disbursement fee,"Limit per settlement request ",Disbursement fee%
Yaspa (https://www.notion.so/Yaspa-979be8ebd6d54a29a84a48c3941de8a3?pvs=21),YASPA-August24-Open Banking EU,"🇦🇹 Austria (https://www.notion.so/Austria-8a8c4621fbf54875acaeb810b1e05d21?pvs=21), 🇬🇧 United Kingdom (UK) (https://www.notion.so/United-Kingdom-UK-f227ebd8a1ae45d28005f62bc311a794?pvs=21), 🇪🇸 Spain (https://www.notion.so/Spain-2c4ab53e04f8448685aff88b06a4717d?pvs=21), 🇷🇴 Romania (https://www.notion.so/Romania-3e13efe4055b40ffb0b0a7ae69af9cc2?pvs=21), 🇵🇹 Portugal (https://www.notion.so/Portugal-55f839a3eb394e0e8985cc42223babc6?pvs=21), 🇵🇱 Poland (https://www.notion.so/Poland-74cb72e2a9554b7fa38c04b53ed745c5?pvs=21), 🇳🇴 Norway (https://www.notion.so/Norway-8978da1edb734f10839c6d2afe0bddeb?pvs=21), 🇳🇱 Netherlands (https://www.notion.so/Netherlands-f9345e4fac5540c98d5877a8f15a36a2?pvs=21), 🇱🇹 Lithuania (https://www.notion.so/Lithuania-8ef2b28a26a04f4f9955d0ce338efe36?pvs=21), 🇱🇻 Latvia (https://www.notion.so/Latvia-a3401c63f995436ba706096eb94bb70f?pvs=21), 🇮🇹 Italy (https://www.notion.so/Italy-400be0c5b3e342c18811bc9bb01583c0?pvs=21), 🇮🇪 Ireland (https://www.notion.so/Ireland-90ccb50a2785479482b18e7ecd0eac0b?pvs=21), 🇩🇪 Germany (https://www.notion.so/Germany-29965a86b55145689c424681a33407e9?pvs=21), 🇫🇷 France (https://www.notion.so/France-46e46fcf7d364b44a472241a11339793?pvs=21), 🇫🇮 Finland (https://www.notion.so/Finland-d7ead42c74414818985530ad7179dea9?pvs=21), 🇪🇪 Estonia (https://www.notion.so/Estonia-cd8e700d83554e2d937714f68a345c91?pvs=21), 🇩🇰 Denmark (https://www.notion.so/Denmark-02b88385f98b43229722b4b330f84452?pvs=21), 🇧🇪 Belgium (https://www.notion.so/Belgium-1e223c10015447c8abbcb99a5a4fb432?pvs=21)",EUR,Upcoming (ready to sell),"Pay by Bank - DE (https://www.notion.so/Pay-by-Bank-DE-7746804f6dd844ffad6ba982ed85bf7d?pvs=21), Pay by Bank - FR (https://www.notion.so/Pay-by-Bank-FR-5f5e4ec5b6c24cf8b092d5ac7d8762a7?pvs=21), Pay by Bank - IE (https://www.notion.so/Pay-by-Bank-IE-1ec21cc1f9004bcdb9d09da833fee151?pvs=21), Pay by Bank - IT (https://www.notion.so/Pay-by-Bank-IT-f037627543904cf8a7b07d7630220234?pvs=21), Pay by Bank - AT (https://www.notion.so/Pay-by-Bank-AT-fa7ecbcee4f64f6591eff8f3b40df329?pvs=21), Pay by Bank - ES (https://www.notion.so/Pay-by-Bank-ES-2d41e98dedff4f0fbd3b2d0980e12810?pvs=21), Pay by Bank - PL (https://www.notion.so/Pay-by-Bank-PL-20ac5b25f58d4ee7b825af06bfb69422?pvs=21), Pay by Bank - LT (https://www.notion.so/Pay-by-Bank-LT-1b4d21eed4db4b27950213aef77cca2e?pvs=21), Pay by Bank - NL (https://www.notion.so/Pay-by-Bank-NL-961a1055dca646a2a24e1e736eafa89e?pvs=21), Pay by Bank - FI (https://www.notion.so/Pay-by-Bank-FI-341d2f699de6476ea9d87582f7c87d50?pvs=21), Pay by Bank - PT (https://www.notion.so/Pay-by-Bank-PT-fff0f23639648057b4aee35eb37d3a48?pvs=21), Pay by Bank - RO (https://www.notion.so/Pay-by-Bank-RO-8701510fd6064fcca0d29fad299c5d8a?pvs=21), Pay by Bank - DK (https://www.notion.so/Pay-by-Bank-DK-3ce3099d8d1d42b19b861fe4967ec5a9?pvs=21), Pay by Bank - BE (https://www.notion.so/Pay-by-Bank-BE-5b162bb2988948ebb10c9a8d76ae0a6a?pvs=21), Pay by Bank - UK (https://www.notion.so/Pay-by-Bank-UK-203a331adeca4bf9b9175563fff8ee7d?pvs=21)","Tiered commercials for Payins:
<2mill a month - 1.0%
2-5mill a month - 0.8%
5-10 million a month - 0.65%
10million + a month 0.5%",High risk,Both,GBP (monthly invoice),n/a,n/a,n/a,monthly invoice,,,,,Anna Ivanova,,Payments,"GBP 1,500",,,,,,,,,,,,,GBP 0.50
"Durian Pay  (https://www.notion.so/Durian-Pay-184370c3ae6a4292a2da74abc373e898?pvs=21), Durian Pay (Proxy Delima 0.14%) (https://www.notion.so/Durian-Pay-Proxy-Delima-0-14-1df0f236396480e8a36af1b5957d3a87?pvs=21)",DurianPay - March 2025 - Indonesia - DANA,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Live,DANA (https://www.notion.so/DANA-4ab88cc029eb4ca990a44a510effbfbe?pvs=21),"1.50% ","Crypto, Forex, High risk, Low risk, iGaming",n/a,"IDR, USD, EUR",USD 35,,,"T+1 for USDT
T+2 for Fiat (twice a week, every Tuesday and Thursday) ",,"100 - 20,000,000",20.500 - 20.000.000,,Yana Kuprina,,Both,,11% not included — applied only on the payment/disbursement fee (fixed or percentage-based),,,,,,,"0.22% ","0,14% processing fee - added on the top of the payment fee, no tax applied",,,,"IDR 2,883"
"Durian Pay  (https://www.notion.so/Durian-Pay-184370c3ae6a4292a2da74abc373e898?pvs=21), Durian Pay (Proxy Delima 0.14%) (https://www.notion.so/Durian-Pay-Proxy-Delima-0-14-1df0f236396480e8a36af1b5957d3a87?pvs=21)",DurianPay - March 2025 - Indonesia - OVO,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Live,OVO (https://www.notion.so/OVO-24c88ad0da7a49a29e6ee8054a225e0e?pvs=21),"1.5% ","Crypto, Forex, High risk, Low risk, iGaming",n/a,"USD, EUR, IDR","USD 35 ",,"http://xe.com/ + 1% for USD/ EUR ","T+1 for USDT
T+2 for Fiat (twice a week, every Tuesday and Thursday)",,"1 - 20,000,000",10.000 - 20.000.000,,Yana Kuprina,,Both,,11% not included — applied only on the payment/disbursement fee (fixed or percentage-based),,,,,,,"0.22% ","0,14% processing fee - added on the top of the payment fee, no tax applied","IDR 2,883 ",,,"IDR 2,883"
FlutterWave (https://www.notion.so/FlutterWave-d61cce2f28804614979b741405927745?pvs=21),Flutterwave - June 2024 - Egypt,🇪🇬 Egypt (https://www.notion.so/Egypt-683bd8fbf72c46b893fb39e053074f40?pvs=21),,Upcoming (ready to sell),Fawry wallet (https://www.notion.so/Fawry-wallet-dda2bc7da1c741fdb03ea68ab150ac18?pvs=21),"Low risk: 2.3% + 2 EGP
High risk: 4.00% ",,Both,"EUR, USD, USDC",Low risk: 2.00%,,,"T+1 national
T+2 Africa 
HIGH RISK T+7 outside Africa
LOW RISK T+14 outside Africa",USD 3.50,,,,Anna Ivanova,,,,,,,,,,,,,,,,Bank Transfer: 1.5% of Transaction amount (min fee - 40 EGP and Max - 125 EGP)
OPN Thailand (https://www.notion.so/OPN-Thailand-b074c1515b87484bb9c8c342c18f3d93?pvs=21),OPN - May 2024 -  ShopeePay,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),ShopeePay - Thailand (https://www.notion.so/ShopeePay-Thailand-87c07d183d66439b99adef00e6aed44c?pvs=21),2.01%,Low risk,n/a,EUR,THB 1500,Bank of Thailand https://www.bot.or.th/en/statistics/exchange-rate.html,0%,T+5,free,THB 20-150k,,no,Anna Ivanova,,Payments,,"• 7% VAT excluded, added on top of fee.
• Applied even if refund or cancellation occurs.
• example:
    ◦ Transaction: 1,000 THB at 2% MDR.
    ◦ Fee: 20 THB.
    ◦ VAT: 7% of 20 THB = 1.40 THB.
    ◦ Total balance: 978.60 THB.",,,,,,no,no,,,,no,no
OPN Thailand (https://www.notion.so/OPN-Thailand-b074c1515b87484bb9c8c342c18f3d93?pvs=21),OPN - May 2024 -  LINE Pay,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),LINE Pay (https://www.notion.so/LINE-Pay-6a7e1130a09f4e7185de75d39f80cf33?pvs=21),"2.51% for non-digital content
10.01% for digital content",Low risk,n/a,EUR,THB 1500,Bank of Thailand https://www.bot.or.th/en/statistics/exchange-rate.html,0%,T+5,free,THB 20-150k,,no,Anna Ivanova,,Payments,,"• 7% VAT excluded, added on top of fee.
• Applied even if refund or cancellation occurs.
• example:
    ◦ Transaction: 1,000 THB at 2% MDR.
    ◦ Fee: 20 THB.
    ◦ VAT: 7% of 20 THB = 1.40 THB.
    ◦ Total balance: 978.60 THB.",,,,,,no,no,,,,no,no
OPN Thailand (https://www.notion.so/OPN-Thailand-b074c1515b87484bb9c8c342c18f3d93?pvs=21),OPN - May 2024 -  TrueMoney,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),TrueMoney Wallet (https://www.notion.so/TrueMoney-Wallet-9de697ba49dc4d3a914a4910f0f4ddd1?pvs=21),"2.5% for non-digital content
10% for digital content",Low risk,n/a,EUR,THB 1500,Bank of Thailand https://www.bot.or.th/en/statistics/exchange-rate.html,0%,T+5,free,THB 20 - 150k,,no,Anna Ivanova,,Payments,,"• 7% VAT excluded, added on top of fee.
• Applied even if refund or cancellation occurs.
• example:
    ◦ Transaction: 1,000 THB at 2% MDR.
    ◦ Fee: 20 THB.
    ◦ VAT: 7% of 20 THB = 1.40 THB.
    ◦ Total balance: 978.60 THB.",,,,,,no,no,,,,no,no
OPN Thailand (https://www.notion.so/OPN-Thailand-b074c1515b87484bb9c8c342c18f3d93?pvs=21),OPN - May 2024 -  Internet Banking,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),Internet banking - Thailand (https://www.notion.so/Internet-banking-Thailand-0d27d4c28baa4971b2105461e7b1e920?pvs=21),2.01%,Low risk,n/a,EUR,THB 1500,Bank of Thailand https://www.bot.or.th/en/statistics/exchange-rate.html,0%,T+5,free,THB 20-150k,,no,Anna Ivanova,,Payments,,"• 7% VAT excluded, added on top of fee.
• Applied even if refund or cancellation occurs.
• example:
    ◦ Transaction: 1,000 THB at 2% MDR.
    ◦ Fee: 20 THB.
    ◦ VAT: 7% of 20 THB = 1.40 THB.
    ◦ Total balance: 978.60 THB.",,,,,,no,no,,,,no,no
OPN Thailand (https://www.notion.so/OPN-Thailand-b074c1515b87484bb9c8c342c18f3d93?pvs=21),OPN - May 2024 -  Mobile Banking,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),Mobile banking - Thailand (https://www.notion.so/Mobile-banking-Thailand-d160482c87184f40b2b5f914e4cc9de5?pvs=21),2.01%,Low risk,n/a,EUR,THB 1500,Bank of Thailand https://www.bot.or.th/en/statistics/exchange-rate.html,0%,T+5,free,THB 20-150k,,no,Anna Ivanova,,Payments,,"• 7% VAT excluded, added on top of fee.
• Applied even if refund or cancellation occurs.
• example:
    ◦ Transaction: 1,000 THB at 2% MDR.
    ◦ Fee: 20 THB.
    ◦ VAT: 7% of 20 THB = 1.40 THB.
    ◦ Total balance: 978.60 THB.",,,,,,no,no,,,,no,no
OPN Thailand (https://www.notion.so/OPN-Thailand-b074c1515b87484bb9c8c342c18f3d93?pvs=21),OPN - May 2024 -  PromptPay,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),PromptPay (https://www.notion.so/PromptPay-66e94ab8ed32468893f91fb877ce7cdb?pvs=21),2.01%,Low risk,n/a,EUR,THB 1500,Bank of Thailand https://www.bot.or.th/en/statistics/exchange-rate.html,0%,T+5,free,THB 20-150k,,no,Anna Ivanova,,Payments,,"• 7% VAT excluded, added on top of fee.
• Applied even if refund or cancellation occurs.
• example:
    ◦ Transaction: 1,000 THB at 2% MDR.
    ◦ Fee: 20 THB.
    ◦ VAT: 7% of 20 THB = 1.40 THB.
    ◦ Total balance: 978.60 THB.",,,GFI,,,no,no,,,,no,no
Fintecture (https://www.notion.so/Fintecture-06505fe1b349431e90ff85ddc11f251a?pvs=21),Fintecture/Bilderlings-July2024-PayByBank,Europe (https://www.notion.so/Europe-1580f23639648077ba18f728f43741fd?pvs=21),EUR,Live,"Pay by Bank - PT (https://www.notion.so/Pay-by-Bank-PT-fff0f23639648057b4aee35eb37d3a48?pvs=21), Pay by Bank - IT (https://www.notion.so/Pay-by-Bank-IT-f037627543904cf8a7b07d7630220234?pvs=21), Pay by Bank - LU (https://www.notion.so/Pay-by-Bank-LU-45a429f10183408d96eab4761fbd612c?pvs=21), Pay by Bank - FI (https://www.notion.so/Pay-by-Bank-FI-341d2f699de6476ea9d87582f7c87d50?pvs=21), Pay by Bank - ES (https://www.notion.so/Pay-by-Bank-ES-2d41e98dedff4f0fbd3b2d0980e12810?pvs=21), Pay by Bank - BE (https://www.notion.so/Pay-by-Bank-BE-5b162bb2988948ebb10c9a8d76ae0a6a?pvs=21)",2.40%,High risk,Trusted,EUR,0,Kraken,0%,Instant or T+1,no,"EUR 1.00 - EUR 100,000",,"Netherlands, Germany, France",Anna Ivanova,,Payments,,,,,GFI,EUR 0.15,no,USDT/USDC,0.8%,"<15 mln. - 1.45% + €0,15
15-50 mln. - 1,25% + €0,15
>50 mln. - 1% + €0,15",no,no,n/a,No
DSGPay (https://www.notion.so/DSGPay-fde6afd325c445b386e0c1cf88aacf6d?pvs=21),DSGPay - July 2024 - Philippines - Bank Transfer,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),Bank Transfer - Philippines (https://www.notion.so/Bank-Transfer-Philippines-e253f47672184749ae2695c9772154a1?pvs=21),"1.85% ","Forex, High risk",Both,USD,,xe.com,"0.35% ",T+3,via disbursements,none,"0.85%+3USD (Instapay), 0.5%+3USD(Pesonet)",,Anna Ivanova,,,,,,,,,,,,,,,,
DSGPay (https://www.notion.so/DSGPay-fde6afd325c445b386e0c1cf88aacf6d?pvs=21),DSGPay - July 2024 - Philippines - GCash,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),GCash (https://www.notion.so/GCash-4d201533a7404a32a498a3fcb0746578?pvs=21),"3.0% ","Forex, High risk",Both,USD,,xe.com,"0.35% ",T+3,via disbursements,none,,,Anna Ivanova,,,,,,,,,,,,,,,,
DSGPay (https://www.notion.so/DSGPay-fde6afd325c445b386e0c1cf88aacf6d?pvs=21),DSGPay - July 2024 - Indonesia - VA Indonesia,🇮🇩 Indonesia (https://www.notion.so/Indonesia-82f5326738e24e4fbb8b42f471f34bb5?pvs=21),IDR,Upcoming (ready to sell),Virtual Accounts - Indonesia (https://www.notion.so/Virtual-Accounts-Indonesia-554252e319dc40a3993a15480d0921c0?pvs=21),"1.5% ",Forex,Both,USD,,xe.com,"0.35% ",T+3,via disbursements,min 4500 IDR,"T/T+1, max IDR 25mln = approx 1800 USD",,Anna Ivanova,,,,,,,,,,,,,,,,0.50%+1.5 USD
DSGPay (https://www.notion.so/DSGPay-fde6afd325c445b386e0c1cf88aacf6d?pvs=21),DSGPay - July 2024 - Malaysia - VA Malaysia,🇲🇾 Malaysia (https://www.notion.so/Malaysia-88b1cf55a464416ea9e4d2dc600f2669?pvs=21),MYR,Upcoming (ready to sell),Virtual Account - Malaysia (https://www.notion.so/Virtual-Account-Malaysia-058859c37aff4f07aac00794aa9e548a?pvs=21),"2.3% ","Forex, High risk",Both,USD,,xe.com,"0.35% ",T+3,via disbursements,none,,,Anna Ivanova,,,,,,,,,,,,,,,,0.50% +1 USD
DSGPay (https://www.notion.so/DSGPay-fde6afd325c445b386e0c1cf88aacf6d?pvs=21),DSGPay - July 2024 - Hong Kong - QR,🇭🇰 Hong Kong (https://www.notion.so/Hong-Kong-ec6bac6ed3da4d429003a93db1802550?pvs=21),HKD,Upcoming (ready to sell),Bank Transfer/QR - HongKong (https://www.notion.so/Bank-Transfer-QR-HongKong-24619bfe3f764d6cb9f31f49bf76015e?pvs=21),1.5% low risk and 2.60% high risk,"Forex, High risk",Both,"HKD, USD","min 10000$, incoming USD per transaction OUR=60, SHA=30, BEN=10 and outgoing 0.2% + same SWIFT for USD and SWIFT OUR = USD70, SHA = USD60, BEN = USD20 for EUR",xe.com,"0.35% ",T+3,via disbursements,"4 mln HKD max payment and 2mln HKD disbursement ","HKD, CNH, T/T+1",,Anna Ivanova,,,,,,,,,,,,,,,,"0.5%+0.5 USD low risk, 0.60%+1.50$"
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Panama - Cash,🇵🇦 Panama (https://www.notion.so/Panama-2c498ac385db4ba2991f2bd310176854?pvs=21),PAB,Upcoming (ready to sell),Cash Payment - Panama (https://www.notion.so/Cash-Payment-Panama-a9996ebc05bd4f2b99a8c0c17e6edaed?pvs=21),"4,82% min 1 USD",High risk,Both,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,1~200,,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,,,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Ecuador - Cash Payments,"🇪🇨 Ecuador (https://www.notion.so/Ecuador-1620f236396480c68846d096abc12381?pvs=21), 🇪🇨 Ecuador (https://www.notion.so/Ecuador-37351aca262d4777a1578937ed506541?pvs=21)",USD,Upcoming (ready to sell),"Red Activa (https://www.notion.so/Red-Activa-2226e3d114104f3a8a53544647895926?pvs=21), TIA (https://www.notion.so/TIA-1580f236396480e78689ce61f069d524?pvs=21)","10% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"8~7,500",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"USD 1.00 ",USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Colombia - E-Wallets,🇨🇴 Colombia (https://www.notion.so/Colombia-23af280c5e9f4256927b941f58d637e1?pvs=21),COP,Upcoming (ready to sell),"Tpaga (https://www.notion.so/Tpaga-8dcc1211e5b64c9a86ceadd30ec5b8cc?pvs=21), DaviPlata (https://www.notion.so/DaviPlata-576fd8acfe4f4146ae037c2a090277b8?pvs=21), Nequi (https://www.notion.so/Nequi-ead19f9b22cc4d0fb795a6f534c8288d?pvs=21), Rappipay (https://www.notion.so/Rappipay-f646a1052c0a4b469d84af66b8380a08?pvs=21), Movii (https://www.notion.so/Movii-9f4c7171f1d64178a96454388b503afb?pvs=21), Dale! (https://www.notion.so/Dale-a2f2216c91aa436e99003e1459c17de8?pvs=21), ClaroPay (https://www.notion.so/ClaroPay-46d81a9be202443b98760e573ee6879c?pvs=21)","4,17 % ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"COP 2000 ",USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Peru - E-Wallets,🇵🇪 Peru (https://www.notion.so/Peru-1ff7bbf3e4ee473b9cc2dd067b9d598b?pvs=21),PEN,Upcoming (ready to sell),"Yape / Plin (Wallets) Peru (https://www.notion.so/Yape-Plin-Wallets-Peru-1857bfd88e1e4d1aa44f73dfb1bd8a33?pvs=21), e-Wallets Peru (https://www.notion.so/e-Wallets-Peru-f2b80c5ed81247928667704307c17913?pvs=21)",4.13%,High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"8~3,750",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,,USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Peru - Cash Payment,🇵🇪 Peru (https://www.notion.so/Peru-1ff7bbf3e4ee473b9cc2dd067b9d598b?pvs=21),PEN,Upcoming (ready to sell),Cash Payment - Peru (https://www.notion.so/Cash-Payment-Peru-5b243177bd904eb5a11f16b847011ef3?pvs=21),"3.54% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"5~1,000",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"PEN 2.00 ",USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Peru - Bank Transfer,🇵🇪 Peru (https://www.notion.so/Peru-1ff7bbf3e4ee473b9cc2dd067b9d598b?pvs=21),PEN,Live,Bank Transfer - Peru (https://www.notion.so/Bank-Transfer-Peru-bd07725758fb49bcaecac203034b4bc0?pvs=21),"2.36% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"5~50,000","5~50,000",,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI",no,"PEN 2 ",USDT,1% + 50 USDT,,,,,2.5%
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Mexico - SPEI,🇲🇽 Mexico (https://www.notion.so/Mexico-6e45b2842aa0412a8ede042a4eddc6a4?pvs=21),MXN,Live,SPEI (https://www.notion.so/SPEI-c0517a32c4194f6d85ad5e6442f25080?pvs=21),"0.46% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"8~10,000,000",,,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI",no,MXN 4.00,USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Mexico - OXXOPay/Cash Payments,🇲🇽 Mexico (https://www.notion.so/Mexico-6e45b2842aa0412a8ede042a4eddc6a4?pvs=21),MXN,Live,"OXXOPay (https://www.notion.so/OXXOPay-ed8fd69215234f50aa0e69ad298fb119?pvs=21), Cash Payment - Mexico (https://www.notion.so/Cash-Payment-Mexico-50d449179c1e43eb9622a9f2c3711162?pvs=21)","4.29% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"10~9,999 (OxxoPay)
8~9,999 (Cash)",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,MXN 8.00,USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Argentina - RapiPago,🇦🇷 Argentina   (https://www.notion.so/Argentina-9830c08fde384c97adcdc05403128938?pvs=21),ARS,Upcoming (ready to sell),"Rapipago Argentina (https://www.notion.so/Rapipago-Argentina-b6c4fa8a1eba47b48819245b1f3718f6?pvs=21), Rapipago (https://www.notion.so/Rapipago-11b0f2363964809ab675fc29fee04c2b?pvs=21)","4.24% ",High risk,Both,"USD, EUR",USD/EUR 50.00,bluedollar.net/informal-rate,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"30~5,000,000 (rapipago)",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,ARS 1000,USDT,1% + 50 USDT,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Costa Rica - Bank Transfer,🇨🇷 Costa Rica (https://www.notion.so/Costa-Rica-8cf50c5943964d8f847444f87bb469c5?pvs=21),CRC,Upcoming (ready to sell),"Banco Nacional (https://www.notion.so/Banco-Nacional-a2577a19a34b4912b7cac5542b7af74a?pvs=21), Banco Nacional de Costa (https://www.notion.so/Banco-Nacional-de-Costa-07b3976e4b9c430d82d1d68a16e27369?pvs=21)",4.52% min 1 USD,High risk,Both,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1,000~100,000 (BNCR)
1,000~190,000 (cash)",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,,,1% + 50 USDT,,,,,